Alcohol,Marijuana,Heroin,Cocaine,Age,Sex,Race,State,Highest_Year_Education_Before_Prison
2,0,0,0,45,Female, Black (NH),FL,12
1,1,0,0,26,Male, Black (NH),CA,11
0,0,0,0,33,Female, Black (NH),MS,14
2,0,0,0,29,Female, Black (NH),OH,11
2,2,1,0,59,Male, 2+ Races (NH),PA,7
0,0,0,0,53,Male, 2+ Races (NH),HI,12
2,1,0,0,39,Male, Black (NH),WI,9
2,2,0,0,22,Male, White (NH),MO,12
2,0,0,0,37,Male, Black (NH),GA,11
1,0,0,0,61,Male, Black (NH),IL,14
2,0,0,0,54,Male, White (NH),NV,13
2,0,0,0,29,Male, Hispanic,OH,13
1,1,0,0,38,Male, Black (NH),MO,9
0,0,0,0,25,Female, Black (NH),IL,11
2,1,0,2,34,Male, White (NH),NY,16
1,2,2,1,56,Female, Hispanic,NC,9
2,0,0,0,37,Male, Black (NH),OH,10
1,1,0,2,25,Male, White (NH),OH,12
2,0,0,0,61,Male, Hispanic,FL,12
2,0,0,0,55,Female, White (NH),MS,8
2,0,0,0,24,Male, Hispanic,AR,10
2,0,0,0,40,Male, Black (NH),GA,9
1,0,0,0,51,Male, Black (NH),WI,8
2,1,0,1,26,Male, Black (NH),TN,12
2,2,0,0,39,Female, White (NH),TX,13
2,0,0,0,29,Male, Hispanic,CT,10
2,1,0,1,39,Female, White (NH),TX,9
2,0,0,0,47,Male, 2+ Races (NH),HI,11
2,0,0,0,37,Male, 2+ Races (NH),MO,10
1,0,0,0,52,Male, White (NH),OH,9
2,1,0,0,48,Male, Black (NH),NJ,99
1,0,0,0,34,Female, 2+ Races (NH),OR,9
2,1,0,0,27,Male, White (NH),TX,11
1,1,0,0,30,Male, Black (NH),MS,7
1,0,0,0,29,Male, White (NH),OH,14
2,2,2,2,35,Female, White (NH),PA,7
0,0,0,0,26,Male, Black (NH),NY,9
2,0,0,0,27,Male, Black (NH),GA,10
2,0,0,0,46,Female, Black (NH),AR,7
0,0,0,0,38,Male, White (NH),TN,12
2,0,0,0,25,Male, 2+ Races (NH),WI,12
2,1,0,0,27,Male, Black (NH),OH,8
1,0,0,0,32,Male, White (NH),MO,11
2,0,0,0,37,Male, White (NH),MO,7
1,0,0,0,35,Male, Black (NH),NJ,12
2,1,0,2,28,Male, Hispanic,TX,12
2,0,0,0,20,Male, Black (NH),MA,9
2,0,0,0,63,Male, Hispanic,CA,1
1,2,2,1,48,Male, White (NH),NC,9
2,2,0,2,22,Male, Hispanic,HI,12
1,0,0,0,28,Female, Black (NH),NC,8
1,0,0,0,27,Male, White (NH),CO,14
2,0,0,0,30,Male, Black (NH),GA,11
2,0,0,0,43,Male, White (NH),IN,8
2,1,0,2,24,Male, Hispanic,CO,8
2,0,0,0,76,Male, Black (NH),TN,3
2,0,0,0,55,Male, Black (NH),IA,10
1,0,0,0,26,Male, 2+ Races (NH),MO,13
2,1,0,0,26,Male, American Indian/Alaska Native (NH),NM,12
0,0,0,0,60,Male, Black (NH),AK,14
2,2,0,2,33,Male, White (NH),OH,12
0,0,0,0,45,Female, 2+ Races (NH),HI,12
2,0,0,0,43,Male, Hispanic,FL,9
1,2,0,2,27,Female, White (NH),AL,7
2,0,0,0,22,Male, Hispanic,WA,13
2,2,0,0,44,Male, 2+ Races (NH),NC,10
1,2,0,2,40,Male, Black (NH),KY,10
1,0,0,0,28,Male, White (NH),MO,11
2,0,0,0,72,Male, Hispanic,DC,10
0,0,0,0,25,Male, White (NH),FL,8
2,0,0,0,29,Female, Black (NH),OH,12
2,0,0,0,28,Male, White (NH),MO,9
2,2,0,0,34,Female, White (NH),GA,10
2,0,0,0,20,Female, Hispanic,DE,12
2,0,0,0,36,Male, White (NH),MO,12
1,2,0,1,42,Female, Black (NH),AR,8
1,2,0,1,26,Male, Hispanic,IL,9
2,2,2,2,33,Female, White (NH),MS,14
2,0,0,0,42,Male, Black (NH),GA,12
0,0,0,0,46,Male, Black (NH),LA,7
2,0,0,0,23,Male, Black (NH),GA,12
1,0,0,2,43,Male, White (NH),PA,9
2,2,0,2,25,Female, 2+ Races (NH),NE,8
2,2,2,2,33,Male, White (NH),MI,12
2,0,0,0,35,Male, Hispanic,UT,12
2,0,0,0,58,Male, Black (NH),VA,12
2,0,0,0,64,Male, Hispanic,TX,6
2,0,0,0,24,Male, White (NH),IA,12
1,2,2,1,29,Male, White (NH),MO,9
1,1,2,2,38,Female, White (NH),PA,16
1,1,0,0,47,Male, Hispanic,VA,11
2,2,2,2,51,Female, White (NH),SC,12
0,1,2,2,64,Male, Black (NH),AR,14
0,0,0,0,51,Female, Black (NH),VA,14
0,0,0,0,57,Female, Hispanic,FL,16
2,2,0,1,46,Male, Black (NH),FL,12
1,0,0,0,55,Male, Hispanic,CA,9
1,1,0,1,30,Male, Black (NH),MS,10
2,1,2,2,36,Male, Black (NH),NY,11
2,2,2,2,35,Male, White (NH),TX,12
0,0,0,0,19,Male, Black (NH),NC,11
2,0,0,0,74,Male, White (NH),NY,14
2,1,0,0,27,Male, Black (NH),TX,8
2,2,0,2,42,Male, 2+ Races (NH),KS,13
2,0,0,0,33,Male, Hispanic,TX,8
2,1,1,2,45,Female, 2+ Races (NH),FL,13
1,0,0,0,23,Male, Hispanic,TX,3
2,0,0,0,24,Male, White (NH),MI,11
1,1,0,2,47,Female, Hispanic,NY,14
2,0,0,0,55,Female, White (NH),AL,18
0,0,0,0,46,Female, 2+ Races (NH),NC,9
2,0,0,0,31,Male, Hispanic,-1,8
1,1,2,2,26,Female, Black (NH),IL,9
2,1,0,2,46,Male, 2+ Races (NH),CO,11
1,2,0,2,53,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,11
1,1,2,2,28,Female, White (NH),GA,8
2,0,0,0,24,Male, White (NH),KS,14
2,1,0,0,36,Male, Black (NH),NY,11
2,0,0,0,34,Male, White (NH),-1,16
1,2,0,2,51,Female, White (NH),MN,13
1,0,0,0,28,Female, White (NH),NE,12
2,0,0,0,50,Male, Black (NH),IL,11
2,2,0,0,18,Male, Black (NH),TX,8
1,1,0,0,42,Male, Black (NH),PA,9
1,0,0,0,39,Male, Black (NH),AL,12
2,0,0,0,58,Male, White (NH),NV,12
2,1,2,2,25,Female, White (NH),LA,12
1,1,2,2,31,Female, Hispanic,WY,13
1,0,0,1,46,Male, Black (NH),WI,10
1,0,0,0,48,Female, Black (NH),TN,9
2,0,0,0,45,Male, 2+ Races (NH),KS,14
2,1,0,0,25,Male, 2+ Races (NH),MI,10
2,2,1,2,36,Female, White (NH),VA,12
2,1,0,0,31,Female, Hispanic,AZ,11
2,0,0,0,25,Male, Black (NH),GA,9
0,0,0,0,36,Male, Black (NH),GA,16
2,0,0,0,50,Male, White (NH),PA,12
0,0,0,0,38,Male, Hispanic,NY,10
2,0,0,0,26,Male, Black (NH),MS,11
2,2,0,2,25,Female, Hispanic,NE,2
2,2,0,2,39,Female, White (NH),OR,10
2,0,0,0,32,Male, Hispanic,-1,6
1,1,2,2,36,Male, Hispanic,PA,8
2,2,1,0,35,Male, Black (NH),MS,8
2,0,0,0,25,Male, Black (NH),MI,11
2,0,0,0,22,Male, Black (NH),CA,12
1,1,0,0,33,Male, Black (NH),NC,9
2,0,0,0,56,Male, Black (NH),PA,9
1,1,0,0,36,Male, Black (NH),IN,8
2,1,0,2,39,Male, White (NH),IN,14
2,1,1,2,26,Female, White (NH),NC,12
2,1,0,2,40,Male, White (NH),WA,9
1,1,0,0,47,Male, Black (NH),TN,9
2,0,0,0,33,Male, 2+ Races (NH),VA,11
1,0,0,0,32,Male, White (NH),GA,10
2,0,0,0,49,Male, White (NH),MS,11
2,0,0,0,29,Female, 2+ Races (NH),MD,11
2,2,1,2,56,Female, White (NH),TX,9
2,1,0,1,32,Male, Black (NH),IL,9
0,0,0,0,62,Male, Black (NH),LA,7
2,0,0,0,46,Male, White (NH),NM,10
2,0,0,0,37,Male, Black (NH),NC,9
2,0,0,0,30,Male, Black (NH),TX,8
1,0,0,0,37,Male, Black (NH),OH,12
2,0,0,0,69,Male, Hispanic,CA,1
2,2,1,1,31,Male, White (NH),OH,12
0,0,0,0,22,Male, Black (NH),VA,12
1,0,0,0,72,Male, White (NH),NY,16
0,1,0,0,26,Male, Black (NH),FL,10
0,0,0,0,43,Male, 2+ Races (NH),MI,10
1,0,0,0,22,Female, Black (NH),TN,9
2,0,0,0,37,Male, Hispanic,NY,10
2,0,0,0,23,Male, Hispanic,GA,11
2,0,0,0,32,Male, 2+ Races (NH),PA,13
2,2,1,2,44,Female, Black (NH),IL,8
2,2,2,2,47,Male, White (NH),CO,13
2,0,0,0,40,Male, Black (NH),IL,9
1,1,0,0,32,Male, Black (NH),GA,6
1,0,0,0,49,Female, White (NH),IA,14
2,2,2,1,67,Male, 2+ Races (NH),OK,6
2,2,2,1,50,Male, White (NH),TX,6
2,0,0,0,33,Male, Black (NH),VA,12
2,0,0,0,59,Male, Hispanic,TX,14
2,0,0,0,62,Male, Black (NH),TN,13
1,0,0,0,52,Male, Black (NH),VA,10
1,1,0,0,36,Male, Hispanic,PR,14
2,0,0,0,23,Male, Hispanic,GA,8
1,1,0,1,36,Female, White (NH),GA,10
2,0,0,0,44,Male, White (NH),NM,13
2,0,0,0,35,Male, Black (NH),TX,8
1,0,0,0,25,Male, Black (NH),TN,8
2,0,0,0,48,Male, Black (NH),NJ,12
1,1,0,0,25,Male, Hispanic,FL,12
2,0,0,0,26,Male, Black (NH),VT,14
2,0,0,0,21,Male, Black (NH),NY,10
2,0,0,0,50,Male, Black (NH),MS,8
1,1,0,0,30,Male, Hispanic,IL,12
1,0,0,0,34,Female, Hispanic,NM,10
1,0,0,0,24,Male, White (NH),OR,11
1,1,0,1,38,Female, White (NH),OR,9
2,0,0,0,22,Male, Hispanic,CA,11
2,1,0,0,37,Male, Black (NH),PA,10
2,0,0,0,51,Male, 2+ Races (NH),MI,9
2,1,0,2,30,Male, White (NH),CA,13
2,0,0,0,39,Male, Hispanic,AZ,12
1,1,0,1,56,Female, White (NH),OH,9
0,0,0,0,24,Male, Black (NH),IL,12
2,0,0,0,24,Male, Hispanic,CA,11
1,0,0,0,69,Male, American Indian/Alaska Native (NH),MS,14
2,0,0,0,46,Male, Black (NH),OH,8
2,2,1,1,49,Male, Black (NH),MI,12
2,2,0,2,34,Male, White (NH),KS,12
2,0,0,0,46,Female, Black (NH),IL,11
1,0,0,0,60,Male, White (NH),OR,18
2,0,0,0,43,Male, White (NH),VA,12
2,0,0,0,33,Male, White (NH),CA,11
1,0,0,0,30,Male, Black (NH),CA,12
1,1,0,0,37,Male, 2+ Races (NH),MO,10
2,0,0,0,45,Female, Hispanic,FL,12
1,0,0,0,52,Male, White (NH),CT,15
2,2,1,2,24,Female, White (NH),NC,8
2,2,0,2,31,Male, Hispanic,TX,12
2,2,0,1,22,Female, White (NH),IL,11
1,2,2,1,59,Male, White (NH),MO,10
0,0,0,0,35,Female, Hispanic,TX,17
2,1,0,0,46,Male, Black (NH),FL,9
1,0,0,0,49,Female, White (NH),AL,12
2,1,0,2,26,Female, Hispanic,SC,11
2,0,0,0,32,Male, White (NH),CT,14
1,1,0,1,34,Female, White (NH),NC,10
2,0,0,0,47,Male, 2+ Races (NH),TX,8
2,0,0,0,22,Male, Black (NH),TX,12
0,0,0,0,58,Male, Black (NH),MA,9
2,0,0,0,26,Male, American Indian/Alaska Native (NH),CA,14
-1,0,0,0,34,Male, White (NH),MO,9
2,0,0,0,77,Male, White (NH),CA,13
2,0,0,0,47,Male, White (NH),NC,16
1,0,0,0,58,Male, Hispanic,CA,8
1,1,0,0,36,Female, White (NH),GA,12
2,0,0,0,30,Male, Black (NH),IN,12
2,0,0,0,25,Male, Hispanic,PR,6
1,0,0,0,24,Female, Hispanic,CA,2
1,1,0,2,23,Male, Hispanic,TX,7
2,2,0,1,62,Male, Black (NH),FL,12
1,2,0,0,73,Male, White (NH),AL,12
2,0,0,0,48,Male, Hispanic,HI,8
1,2,1,2,43,Male, Black (NH),MD,10
1,2,2,2,36,Female, Hispanic,NM,8
2,1,0,0,38,Male, Black (NH),TX,7
2,2,1,2,25,Female, White (NH),MS,10
2,2,2,2,63,Male, White (NH),WV,9
2,2,0,2,59,Female, Black (NH),PA,16
2,0,0,0,49,Male, White (NH),AZ,18
2,2,0,0,46,Female, White (NH),MD,12
1,1,0,0,38,Male, Black (NH),MS,9
2,0,0,0,49,Female, Black (NH),NY,10
1,0,0,0,47,Male, Uncategorized - Missing,NY,13
1,1,0,2,34,Female, White (NH),UT,12
0,0,0,0,49,Male, Hispanic,CT,98
2,0,0,0,31,Male, 2+ Races (NH),TX,11
1,2,0,1,47,Female, 2+ Races (NH),OH,7
2,0,0,0,58,Female, 2+ Races (NH),OK,11
2,0,0,0,28,Male, White (NH),NE,10
2,0,0,0,59,Male, Hispanic,VA,16
2,0,0,0,56,Male, White (NH),IA,9
2,0,0,0,37,Male, Hispanic,TX,6
0,2,0,2,52,Male, Black (NH),FL,9
2,0,0,0,28,Female, White (NH),MO,10
0,0,0,0,63,Male, Hispanic,NY,14
2,0,0,0,23,Male, Black (NH),NY,9
1,0,0,0,49,Male, American Indian/Alaska Native (NH),NM,12
2,1,0,0,35,Male, Black (NH),NJ,12
2,0,0,0,34,Male, Hispanic,TX,11
2,0,0,0,29,Male, 2+ Races (NH),NC,12
2,0,0,0,40,Female, White (NH),NC,15
1,2,0,1,38,Female, American Indian/Alaska Native (NH),AZ,8
2,0,0,0,32,Male, Black (NH),IL,9
2,0,0,0,38,Male, Black (NH),NC,10
2,1,0,0,22,Male, Black (NH),NC,12
0,0,0,0,34,Male, White (NH),  ,99
1,1,2,1,50,Male, Black (NH),OH,12
1,1,0,0,38,Male, Black (NH),VA,8
2,0,0,0,44,Male, Black (NH),IL,10
2,1,0,2,42,Female, White (NH),AZ,12
2,2,2,2,25,Male, Hispanic,PA,11
2,0,0,0,50,Male, Hispanic,CA,12
2,0,0,0,58,Male, White (NH),TX,1
2,1,0,0,34,Male, Black (NH),GA,10
2,0,0,0,49,Male, Hispanic,IL,9
1,2,1,2,29,Female, White (NH),VA,9
1,0,0,0,42,Male, Hispanic,OR,12
1,0,0,0,29,Male, White (NH),UT,12
2,0,0,0,23,Male, Black (NH),-2,2
2,0,0,0,43,Male, Black (NH),AL,12
2,0,0,0,51,Female, White (NH),OH,12
2,2,1,2,21,Female, White (NH),MO,10
2,0,0,0,27,Male, Black (NH),SC,9
1,1,0,1,50,Male, Black (NH),GA,12
2,0,0,0,42,Male, Black (NH),IN,12
1,1,2,2,38,Male, 2+ Races (NH),NY,11
2,0,0,0,30,Male, Hispanic,CA,6
2,0,0,0,58,Male, White (NH),MI,9
2,1,0,0,20,Male, 2+ Races (NH),NC,11
2,0,0,0,33,Male, Hispanic,-1,10
2,0,0,0,23,Male, Black (NH),MI,9
2,1,0,2,27,Male, Hispanic,IL,12
2,0,0,0,40,Female, Black (NH),OH,14
2,0,0,0,23,Male, Hispanic,TX,10
2,0,0,0,44,Male, Black (NH),PA,13
2,2,0,1,52,Male, Black (NH),AR,10
2,0,0,0,32,Male, Black (NH),AZ,7
0,0,0,0,42,Male, Black (NH),LA,10
0,0,0,0,40,Female, Hispanic,SC,1
2,1,0,0,40,Male, Black (NH),IL,10
2,2,2,2,36,Male, Hispanic,AZ,8
2,0,0,0,41,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),OK,11
2,0,0,0,43,Female, Hispanic,TX,18
2,0,0,0,31,Male, Black (NH),PA,11
1,1,2,2,34,Male, 2+ Races (NH),FL,13
1,1,0,0,35,Male, Black (NH),IL,9
2,2,1,2,40,Female, 2+ Races (NH),CA,13
2,0,0,0,23,Male, Black (NH),MI,12
1,0,0,0,32,Female, American Indian/Alaska Native (NH),SD,12
2,1,0,0,32,Female, Black (NH),TN,11
2,1,0,2,35,Female, 2+ Races (NH),KS,10
1,1,0,0,29,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),MI,11
2,0,0,0,66,Male, Hispanic,PR,16
1,0,0,0,36,Male, White (NH),TX,10
1,2,2,1,29,Male, White (NH),CA,8
2,0,0,0,27,Female, White (NH),IN,11
2,0,0,0,49,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),AK,11
1,1,0,1,40,Male, Black (NH),IL,13
1,2,0,2,18,Male, Hispanic,TX,9
0,0,0,0,50,Female, Black (NH),VA,8
1,1,0,2,35,Female, White (NH),CA,12
2,0,0,0,32,Male, Black (NH),GA,10
1,1,0,2,29,Male, Hispanic,TX,10
2,1,0,2,26,Male, White (NH),MO,12
0,0,0,0,43,Female, White (NH),TX,0
1,0,0,0,43,Male, Black (NH),TN,10
1,2,2,2,42,Female, 2+ Races (NH),NC,16
1,1,0,2,45,Male, Hispanic,MI,10
2,0,0,0,33,Male, Hispanic,AZ,11
2,0,0,0,33,Female, White (NH),GA,8
2,1,0,0,26,Male, Black (NH),CA,12
2,2,0,1,48,Male, White (NH),MI,12
1,0,0,0,55,Male, White (NH),MS,7
1,1,0,1,20,Male, Black (NH),MO,9
2,0,0,0,32,Male, Hispanic,NJ,8
2,0,0,0,42,Female, White (NH),WI,12
1,1,2,2,42,Male, Black (NH),SC,12
2,0,0,0,64,Male, Hispanic,-1,1
2,0,0,0,47,Male, Hispanic,CA,16
2,2,1,2,40,Female, White (NH),LA,13
1,2,0,0,36,Female, Black (NH),LA,8
2,0,0,0,37,Male, Hispanic,TX,2
1,2,2,2,28,Female, White (NH),UT,12
2,2,0,2,38,Male, Black (NH),TX,12
1,0,0,0,20,Male, Black (NH),IL,10
2,0,0,0,46,Male, Hispanic,UT,12
2,0,0,0,45,Male, Uncategorized - Missing,NY,11
0,0,0,0,45,Female, Black (NH),DE,14
1,1,0,0,34,Male, Black (NH),IL,10
0,0,0,0,25,Male, Black (NH),NY,12
2,1,0,0,21,Male, Hispanic,NV,9
1,2,1,2,28,Male, White (NH),TX,12
2,2,2,2,34,Female, White (NH),LA,9
2,0,0,0,26,Female, 2+ Races (NH),OH,13
1,0,0,0,55,Male, Black (NH),NY,12
0,2,0,0,32,Female, Asian/Native Hawaiian/Other Pacific Islander (NH),GA,10
1,2,1,2,43,Female, White (NH),OR,7
2,0,0,0,40,Male, Hispanic,WA,9
1,2,0,0,24,Male, White (NH),AR,8
1,2,1,2,36,Female, Black (NH),VA,8
1,1,0,2,25,Male, Hispanic,CA,11
1,0,0,0,54,Male, White (NH),NY,12
2,0,0,0,49,Male, Hispanic,IA,3
2,0,0,0,27,Male, White (NH),IL,10
2,0,0,0,69,Male, Hispanic,CA,9
2,0,0,0,68,Male, Black (NH),IL,12
2,0,0,0,49,Male, Black (NH),CA,12
2,0,0,0,49,Male, Hispanic,-1,10
1,0,0,0,44,Male, Hispanic,TX,7
2,1,0,2,23,Male, Hispanic,WI,10
2,2,0,2,54,Female, 2+ Races (NH),TN,16
2,0,0,0,38,Male, Black (NH),IL,12
2,0,0,0,56,Male, Hispanic,TX,12
1,0,0,0,46,Male, White (NH),PA,10
2,0,0,0,19,Male, Black (NH),NC,11
1,1,0,1,49,Female, White (NH),MD,14
2,2,2,2,59,Male, White (NH),NV,9
1,2,2,1,41,Male, White (NH),MA,9
2,0,0,0,52,Male, Hispanic,-1,8
1,2,2,0,60,Male, White (NH),OK,10
2,0,0,0,29,Male, Hispanic,IL,8
2,0,0,0,54,Male, White (NH),FL,9
2,0,0,0,35,Female, Black (NH),OH,11
2,2,0,0,26,Male, Black (NH),CT,10
2,0,0,0,34,Female, Black (NH),LA,12
2,0,0,0,46,Male, White (NH),FL,16
2,1,0,0,40,Male, Black (NH),FL,10
2,0,0,0,27,Male, White (NH),MA,12
1,2,0,1,50,Male, White (NH),AR,10
2,0,0,0,45,Male, White (NH),CT,12
1,2,0,2,37,Female, Hispanic,NM,16
2,0,0,0,34,Male, Black (NH),AL,8
2,2,1,2,29,Female, White (NH),WI,14
2,0,0,0,54,Male, White (NH),TX,12
1,2,1,2,48,Male, Hispanic,MA,9
2,0,0,0,46,Male, White (NH),IL,10
2,0,0,0,30,Male, Black (NH),TX,10
2,0,0,0,38,Male, 2+ Races (NH),MI,10
2,0,0,0,50,Male, Black (NH),CA,10
0,0,0,0,20,Male, Black (NH),GA,11
2,0,0,0,34,Male, Hispanic,OK,6
1,1,0,0,24,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),CA,11
1,0,0,0,33,Female, Black (NH),MD,16
2,2,0,1,58,Male, White (NH),TX,10
2,0,0,0,27,Male, Black (NH),TX,9
2,0,0,0,50,Female, Hispanic,MA,12
0,0,0,0,42,Female, White (NH),KY,12
2,0,0,0,23,Female, Black (NH),LA,11
2,0,0,0,25,Male, Hispanic,FL,11
2,0,0,0,36,Male, Hispanic,CA,10
1,0,0,0,53,Male, 2+ Races (NH),MI,10
1,1,0,0,22,Male, 2+ Races (NH),MI,10
2,0,0,0,36,Male, Black (NH),MI,11
0,1,0,0,25,Male, Black (NH),CA,10
2,2,0,1,36,Male, White (NH),GA,15
2,0,0,0,64,Male, White (NH),MO,14
2,1,0,2,30,Female, White (NH),AR,12
0,0,0,0,43,Male, 2+ Races (NH),TX,13
1,1,0,2,26,Male, Hispanic,HI,8
1,0,0,0,53,Male, American Indian/Alaska Native (NH),AK,12
2,1,0,0,26,Female, Black (NH),MN,9
1,1,0,1,49,Male, Black (NH),FL,10
2,2,0,0,27,Male, Black (NH),TX,8
2,0,0,0,29,Male, Black (NH),NY,10
2,0,0,0,34,Male, Hispanic,PA,7
2,2,1,2,41,Male, White (NH),WI,12
2,0,0,0,31,Female, White (NH),TX,12
2,0,0,0,49,Male, Hispanic,NY,9
-1,2,1,2,22,Female, White (NH),SC,9
1,2,2,2,45,Male, Hispanic,CA,12
2,0,0,0,28,Female, Black (NH),TN,10
2,0,0,0,23,Male, White (NH),MO,10
2,2,1,1,48,Male, Hispanic,CT,12
2,0,0,0,41,Male, Black (NH),PA,12
0,0,0,0,43,Male, Black (NH),WI,99
2,0,0,0,37,Male, Black (NH),IL,12
2,2,0,2,58,Male, Hispanic,HI,11
0,1,0,2,44,Male, Black (NH),WI,12
0,0,0,0,54,Male, 2+ Races (NH),NY,10
2,0,0,0,59,Male, Black (NH),TX,9
2,1,2,2,59,Male, Black (NH),TX,12
1,1,0,2,32,Male, White (NH),AL,12
2,0,0,0,45,Male, White (NH),PA,13
2,0,0,0,38,Male, White (NH),MD,14
1,0,0,0,36,Male, White (NH),VA,10
2,0,0,0,46,Male, Black (NH),MI,6
1,1,1,0,32,Male, Black (NH),MD,12
2,1,0,2,35,Male, White (NH),AL,12
1,0,0,0,46,Male, Black (NH),MS,10
0,0,0,0,27,Male, Black (NH),FL,10
1,1,0,2,24,Male, Hispanic,MI,10
2,0,0,0,72,Male, 2+ Races (NH),KY,10
2,0,0,0,40,Male, Black (NH),PA,18
1,0,0,0,64,Female, 2+ Races (NH),IL,12
1,2,0,2,40,Male, White (NH),OH,12
2,1,0,2,34,Male, Black (NH),AR,11
2,2,1,2,28,Male, White (NH),OR,12
2,2,1,2,32,Male, 2+ Races (NH),GA,12
1,0,0,0,58,Male, White (NH),FL,16
1,1,0,2,43,Male, Hispanic,TX,11
1,1,0,0,26,Male, Black (NH),PA,9
2,2,0,2,36,Male, White (NH),TX,11
0,0,0,0,42,Female, 2+ Races (NH),LA,12
2,0,0,0,35,Male, Hispanic,GA,99
2,0,0,0,40,Male, Hispanic,CO,12
1,0,0,2,36,Male, White (NH),MA,18
1,2,1,1,56,Male, Black (NH),CA,11
2,1,0,0,24,Male, Black (NH),IL,12
1,1,0,0,24,Male, Uncategorized - Missing,CA,1
2,0,0,0,49,Male, 2+ Races (NH),OH,12
2,0,0,0,53,Male, White (NH),TX,9
2,2,0,2,26,Female, White (NH),SC,10
2,2,0,1,54,Female, White (NH),AZ,12
1,0,0,0,33,Male, White (NH),PA,11
0,0,0,0,37,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),AK,9
2,1,0,0,24,Male, Black (NH),MI,13
1,2,2,2,28,Female, Hispanic,TX,10
1,0,0,0,46,Male, Black (NH),FL,9
2,0,0,0,35,Female, White (NH),TX,12
1,0,0,0,48,Female, White (NH),PA,14
1,2,1,2,41,Male, American Indian/Alaska Native (NH),AK,12
2,0,0,0,45,Male, White (NH),IL,8
2,2,0,2,37,Male, 2+ Races (NH),MA,14
2,0,0,0,48,Male, 2+ Races (NH),NY,11
2,2,2,1,45,Female, White (NH),TX,14
2,0,0,0,44,Male, Hispanic,AZ,14
2,0,0,0,48,Male, White (NH),PA,10
1,0,0,0,26,Male, White (NH),NY,9
2,0,0,0,48,Female, White (NH),PA,14
2,2,0,1,33,Male, Hispanic,NY,7
2,0,0,0,46,Male, White (NH),TX,10
2,0,0,0,37,Male, Black (NH),FL,12
2,0,0,0,73,Male, Hispanic,FL,11
2,1,1,2,31,Female, White (NH),IN,12
0,0,0,0,25,Male, Hispanic,MI,10
2,0,0,0,30,Male, 2+ Races (NH),VA,12
2,0,0,0,32,Male, Black (NH),FL,14
2,1,2,1,39,Male, Hispanic,CA,10
2,0,0,0,20,Male, Black (NH),NC,10
1,0,0,0,40,Male, Hispanic,WA,9
1,1,2,2,35,Male, Black (NH),MO,8
2,0,0,0,40,Male, White (NH),TX,13
2,0,0,0,54,Female, Hispanic,TX,7
0,0,0,0,71,Male, Black (NH),TX,11
2,0,0,0,32,Male, White (NH),MI,16
0,0,0,0,20,Male, Black (NH),FL,10
2,1,0,0,43,Male, Black (NH),MO,9
2,0,0,0,29,Female, Black (NH),KY,10
2,0,0,0,40,Male, Hispanic,CA,3
1,0,0,0,55,Male, Black (NH),VA,11
2,0,0,0,61,Male, Black (NH),FL,12
0,0,0,0,40,Male, Black (NH),PA,11
2,0,0,0,41,Male, Black (NH),GA,12
2,0,0,0,55,Male, 2+ Races (NH),OK,12
2,2,0,2,31,Male, Hispanic,HI,12
1,1,1,2,62,Male, 2+ Races (NH),MI,10
1,2,1,2,28,Male, White (NH),CA,10
2,0,0,0,34,Female, Black (NH),OH,13
0,1,0,0,23,Male, Black (NH),GA,11
1,0,0,0,46,Male, Black (NH),TX,14
0,0,0,0,50,Female, Black (NH),PA,9
2,2,0,0,28,Male, Black (NH),PA,11
1,1,1,2,19,Female, White (NH),IN,12
2,0,0,0,43,Female, Hispanic,MA,16
2,0,0,0,38,Male, Black (NH),OH,9
1,1,0,0,36,Male, Black (NH),NC,14
0,0,0,0,33,Female, American Indian/Alaska Native (NH),TX,11
2,0,0,0,42,Female, White (NH),MA,12
2,2,2,1,64,Male, Black (NH),FL,11
2,0,0,0,32,Female, 2+ Races (NH),TX,8
2,0,0,0,50,Male, White (NH),NV,10
2,0,0,0,35,Female, White (NH),IA,16
2,0,0,0,28,Female, Hispanic,MS,8
2,0,0,0,52,Male, White (NH),NY,16
1,1,0,0,21,Male, Hispanic,MA,12
2,0,0,0,46,Female, White (NH),FL,17
2,1,0,0,27,Male, Uncategorized - Missing,MI,11
2,2,2,1,31,Female, White (NH),WV,10
2,2,0,2,45,Female, White (NH),OR,14
0,0,0,0,45,Female, Black (NH),AL,11
1,2,0,2,33,Male, Hispanic,TX,10
2,0,0,0,19,Male, Hispanic,TX,11
1,1,0,1,50,Male, Black (NH),TX,14
2,0,0,0,38,Male, Hispanic,MA,13
2,0,0,0,42,Male, Black (NH),DC,9
2,0,0,0,47,Male, Hispanic,CA,12
2,0,0,0,42,Male, White (NH),PA,12
1,2,2,1,49,Male, White (NH),LA,8
1,2,0,1,34,Female, Black (NH),CA,11
1,0,0,0,44,Male, Hispanic,PA,11
2,0,0,0,37,Male, Black (NH),PA,8
1,0,0,0,35,Male, White (NH),MS,13
2,0,0,0,47,Male, Hispanic,TX,9
2,0,0,0,39,Male, Black (NH),FL,9
